,token,frequency
2206,download,22
2207,age,22
2208,passion,22
2209,leather,22
2210,boots,22
2211,burn,22
2212,mint,22
2213,touch,22
2214,bet,22
2215,costco,22
2217,headed,22
2218,torrey,22
2219,trust,22
2220,besties,22
2221,learned,22
2222,van,22
2223,juan,22
2224,century,22
2225,#crossfit,22
2226,baker,22
2227,faves,22
2228,exciting,22
2230,mom's,22
2231,mouse,22
2233,type,22
2234,xoxo,22
2235,cast,22
2236,rice,22
2237,staying,22
2238,ig,22
2239,#flashbackfriday,22
2240,gals,22
2241,oscar,22
2242,getaway,22
2243,plan,22
2244,cookies,22
2245,#happyfriday,22
2246,#tistheseason,22
2247,#thankyou,22
2248,#snow,22
2249,boston,22
2250,cat,22
2251,liberty,22
2252,michigan,22
2253,virginia,22
2254,atlanta,22
2255,theatres,21
2256,#catsofinstagram,21
2257,#singer,21
2258,bowling,21
2259,nail,21
2260,iphone,21
2261,#venice,21
2262,david,21
2263,ana,21
2264,videos,21
2265,#lights,21
2266,#yoga,21
2267,war,21
2268,apartment,21
2269,whittier,21
2270,suite,21
2271,harder,21
2272,usual,21
2273,#coachella,21
2274,#bestfriend,21
2275,joe,21
2277,discovery,21
2278,#tattoo,21
2279,mac,21
2280,smell,21
2281,jackson,21
2282,giant,21
2283,foundation,21
2284,chapel,21
2285,recreation,21
2286,lines,21
2287,promise,21
2289,yup,21
2290,graham,21
2291,highlights,21
2292,#vintage,21
2293,#laketahoe,21
2294,#funtimes,21
2295,jazz,21
2296,indian,21
2297,#baby,21
2298,reading,21
2300,castro,21
2301,checking,21
2302,farmers,21
2303,mike,21
2304,student,21
2305,lombard,21
2307,chef,21
2308,niggas,21
2309,spread,21
2310,captain,21
2311,sweetheart,21
2312,fisherman's,21
2313,#mylove,21
2314,alameda,21
2315,#flowers,21
2316,killer,21
2317,mess,21
2318,jordan,21
2319,warriors,21
2321,april,21
2322,pro,21
2323,#instadaily,21
2324,#dj,21
2325,#blackfriday,21
2326,toast,21
2327,sigma,21
2328,bob,21
2329,#newyork,21
2330,georgia,21
2331,omnia,20
2332,#westhollywood,20
2333,yum,20
2334,#gym,20
2335,reunion,20
2336,gourmet,20
2337,surrounded,20
2338,clip,20
2339,fries,20
2340,waterfall,20
2343,booty,20
2344,falling,20
2345,republic,20
2346,calm,20
2347,#pool,20
2348,upper,20
2349,holding,20
2350,cross,20
2351,bell,20
2353,#trip,20
2354,#familyfirst,20
2355,packing,20
2356,#instatravel,20
2357,egg,20
2360,playa,20
2361,version,20
2362,fail,20
2363,infinity,20
2364,northwest,20
2365,lee,20
2366,#design,20
2367,posting,20
2368,#lovemyjob,20
2369,roosevelt,20
2370,orleans,20
2371,#city,20
2372,cerritos,20
2373,#santacruz,20
2375,sam,20
2376,inglewood,20
2377,menu,20
2378,jk,20
2379,roof,20
2381,chilling,20
2382,21st,20
2383,ballroom,20
2384,gettin,20
2385,25,20
2386,auto,20
2387,chilly,20
2388,attention,20
2389,solid,20
2390,truck,20
2391,lie,20
2392,#sanfran,20
2393,yard,20
2394,fruit,20
2395,alright,20
2396,precious,20
2397,chico,20
2398,#views,20
2399,#sacramento,20
2400,yep,20
2401,paid,20
2402,#gay,20
2403,sonoma,20
2404,ny,20
2405,#disneyland60,20
2406,cuties,20
2407,#quote,20
2408,born,20
2409,raining,20
2410,honda,20
2411,#huntingtonbeach,20
2412,roxy,20
2413,hungry,20
2414,kitty,20
2415,award,20
2416,motivation,20
2417,#blackandwhite,20
2418,#portrait,20
2419,stratosphere,20
2420,#aboutlastnight,20
2421,café,20
2422,send,20
2424,kicking,20
2425,poke,20
2426,northridge,20
2427,villa,20
2428,relax,20
2429,#iloveyou,20
2430,#oscars,20
2431,#film,20
2432,#healthy,20
2433,push,20
2434,pay,20
2435,madame,20
2436,agree,20
2437,bank,20
2438,fransisco,20
2439,canada,20
2440,fool,20
2441,tee,20
2442,kinney,19
2444,toy,19
2445,polo,19
2446,favourite,19
2447,cantina,19
2448,humans,19
2449,life's,19
2450,featured,19
2451,hoping,19
2452,jewelry,19
2453,modesto,19
2454,ground,19
2455,children's,19
2456,oil,19
2457,denim,19
2458,created,19
2459,#spring,19
2460,buster's,19
2461,#workout,19
2462,bored,19
2463,shake,19
2464,bestfriend,19
2465,vine,19
2466,thang,19
2467,laughs,19
2468,avalon,19
2469,landing,19
2470,skate,19
2471,brew,19
2472,100%,19
2473,#setlife,19
2474,#runyoncanyon,19
2475,rn,19
2476,creating,19
2477,#dogs,19
2478,wtf,19
2479,#realestate,19
2480,elk,19
2481,alabama,19
2482,answer,19
2483,styled,19
2484,necklace,19
2486,beef,19
2487,trips,19
2488,#magic,19
2489,#puppylove,19
2490,burning,19
2491,luis,19
2492,smart,19
2493,10th,19
2494,route,19
2495,engagement,19
2496,belmont,19
2497,paper,19
2498,product,19
2499,broke,19
2500,craft,19
2501,daly,19
2502,goin,19
2503,edge,19
2504,ears,19
2505,#cheers,19
2506,horse,19
2507,cookie,19
2508,purchase,19
2509,#merica,19
2510,casual,19
2511,tmobile,19
2512,crossfit,19
2513,20%,19
2514,premium,19
2515,build,19
2516,dana,19
2517,alert,19
2518,#halloween,19
2519,painted,19
2520,wet,19
2521,gorge,19
2522,edit,19
2523,nugget,19
2524,ucla,19
2525,tech,19
2526,highlight,19
2527,boba,19
2528,#humpday,19
2529,westin,19
2530,fake,19
2531,dolores,19
2532,drai's,19
2533,#pasadena,19
2535,champagne,19
2536,lighthouse,19
2537,movement,19
2538,shades,19
2539,broken,19
2540,pavilion,19
2541,mondays,19
2542,stuck,19
2543,festive,19
2544,stick,19
2545,#red,19
2546,#gopro,19
2547,pot,19
2549,bernie,19
2550,bubba,19
2551,#happythanksgiving,19
2552,foot,19
2553,fellow,19
2554,cinnamon,19
2555,phoenix,19
2556,#vivalasvegas,19
2557,pioneer,19
2558,topanga,19
2559,westlake,19
2560,telling,19
2561,britney,19
2562,alpha,19
2563,kappa,19
2564,gem,19
2565,easter,19
2566,parking,19
2567,illinois,19
2568,massachusetts,19
2569,finest,18
2570,nap,18
2571,18th,18
2572,kit,18
2573,roomie,18
2574,italian,18
2575,god's,18
2576,#boyfriend,18
2577,minnie,18
2578,glitter,18
2579,salmon,18
2580,typical,18
2581,meadows,18
2582,lashes,18
2583,wilshire,18
2584,lions,18
2585,childhood,18
2586,wave,18
2587,#anaheim,18
2589,lives,18
2590,caramel,18
2591,grade,18
2592,blow,18
2593,respect,18
2594,law,18
2595,viejo,18
2596,anytime,18
2597,#instagram,18
2598,grown,18
2599,plane,18
2600,covered,18
2602,#longbeach,18
2603,cbs,18
2604,freeway,18
2605,continues,18
2606,soaking,18
2607,throwing,18
2608,delivery,18
2609,#regram,18
2610,donut,18
2611,#morning,18
2612,situation,18
2613,cinemas,18
2614,eugene,18
2615,recap,18
2616,slay,18
2617,traveling,18
2618,mixtape,18
2619,limited,18
2620,bath,18
2621,models,18
2622,jr,18
2623,lab,18
2624,baked,18
2625,sesh,18
2626,choice,18
2627,#puppy,18
2628,kidding,18
2629,bj's,18
2630,trap,18
2631,truth,18
2632,basic,18
2633,backyard,18
2634,cooking,18
2635,awkward,18
2636,china,18
2638,yea,18
2639,hop,18
2640,ya'll,18
2641,slow,18
2642,walnut,18
2643,study,18
2644,matching,18
2645,justinbieber,18
2646,traffic,18
2648,wide,18
2649,anthony,18
2650,posing,18
2652,marmont,18
2653,#organic,18
2655,january,18
2656,styling,18
2657,musical,18
2658,products,18
2659,pictured,18
2661,stock,18
2662,alice,18
2663,#goodvibes,18
2664,speedway,18
2665,pancakes,18
2666,denver,18
2667,edition,18
2668,max,18
2669,flat,18
2670,broadway,18
2671,madness,18
2672,tough,18
2673,basketball,18
2674,botanical,18
2675,calling,18
2676,lover,18
2677,mothers,18
2678,#veteransday,18
2679,tennessee,18
2680,ny),18
2681,funniest,17
2682,birthdays,17
2683,sundays,17
2684,weddings,17
2685,downey,17
2686,nike,17
2687,havasu,17
2688,familia,17
2689,linq,17
2690,hidden,17
2691,capturing,17
2692,lovelies,17
2693,understand,17
2697,cabin,17
2698,#makeupartist,17
2699,smoothie,17
2700,sessions,17
2701,regrann,17
2702,arms,17
2703,ty,17
2704,#streetart,17
2705,peaks,17
2706,deserve,17
2707,pine,17
2708,chuck,17
2709,saddle,17
2710,gown,17
2711,students,17
2712,chick,17
2713,cruise,17
2714,gas,17
2715,#tacoma,17
2716,tweet,17
2718,{,17
2719,#livemusic,17
2720,#handmade,17
2721,week's,17
2722,lemon,17
2723,passed,17
2725,#chill,17
2726,louis,17
2727,stud,17
2728,hats,17
2729,standard,17
2730,],17
2731,mail,17
2732,hump,17
2733,ppl,17
2735,difference,17
2736,glen,17
2737,weed,17
2739,control,17
2740,ep,17
2741,semester,17
2742,character,17
2743,#momlife,17
2744,feature,17
2745,meets,17
2746,brotha,17
2747,lead,17
2748,inspire,17
2749,#lax,17
2750,#canon,17
2751,steve,17
2752,#motivation,17
2753,luxor,17
2754,vinyl,17
2755,#dessert,17
2756,chain,17
2757,scared,17
2758,monte,17
2759,sin,17
2760,counting,17
2761,quote,17
2762,perfectly,17
2763,soho,17
2764,francis,17
2765,#girl,17
2766,#sea,17
2767,marin,17
2768,watched,17
2769,quarter,17
2770,#follow,17
2772,shoe,17
2773,contact,17
2774,bash,17
2775,coconut,17
2776,#tree,17
2777,tokyo,17
2778,promenade,17
2779,iced,17
2780,ticket,17
2781,professional,17
2782,#mondaymotivation,17
2783,skills,17
2784,hug,17
2785,#truth,17
2786,chillin',17
2787,buddies,17
2788,leo,17
2789,swing,17
2791,dying,17
2792,adore,17
2793,#mannequinchallenge,17
2794,standing,17
2795,legoland,17
2796,frozen,17
2797,snack,17
2798,chair,17
2800,western,17
2801,comin,17
2802,blessings,17
2803,centre,17
2804,cathedral,17
2806,laughter,17
2807,dollar,17
2808,competition,17
2809,fonda,17
2810,papa,17
2811,endless,17
2812,ray,17
2813,#theforceawakens,17
2814,hogwarts,17
2815,chapter,17
2817,chase,17
2818,#christmas2016,17
2819,mcdonald's,17
2820,bellingham,17
2821,worry,17
2822,thomas,17
2823,#nye,17
2824,reserve,17
2825,marine,17
2826,decor,16
2827,weekends,16
2828,classy,16
2829,outdoor,16
2831,#igers,16
2832,items,16
2834,pup,16
2835,encinitas,16
2836,treated,16
2837,realize,16
2838,#sorrynotsorry,16
2839,butt,16
2840,goodies,16
2841,belong,16
2842,cure,16
2843,tribute,16
2844,temple,16
2845,teacher,16
2846,hitting,16
2847,walls,16
2848,#daughter,16
2849,lovers,16
2850,memory,16
2851,path,16
2852,(not,16
2853,22,16
2854,brows,16
2855,mateo,16
2856,nordstrom,16
2857,irish,16
2858,combo,16
2859,whip,16
2860,swag,16
2861,magazine,16
2862,millennium,16
2863,houston,16
2864,alex,16
2865,(san,16
2866,dome,16
2867,escape,16
2868,ford,16
2869,#gratitude,16
2870,#quotes,16
2871,institute,16
2872,issue,16
2874,restaurants,16
2875,galaxy,16
2876,hosted,16
2877,jeans,16
2878,packed,16
2879,ducks,16
2880,flashback,16
2881,spotted,16
2882,services,16
2883,lose,16
2884,miracle,16
2886,shining,16
2887,spanish,16
2888,nick,16
2889,hosting,16
2890,#thebroad,16
2891,reasons,16
2892,stare,16
2893,lowkey,16
2894,stupid,16
2895,liketoknowit,16
2896,rip,16
2897,fear,16
2898,#dca,16
2899,tiny,16
2900,excuse,16
2901,image,16
2902,#sushi,16
2903,emerald,16
2904,cider,16
2905,#christmastime,16
2906,cutting,16
2907,navidad,16
2908,sierra,16
2910,carry,16
2911,neon,16
2912,hometown,16
2913,#adele,16
2914,overlook,16
2915,#bffs,16
2916,brewhouse,16
2917,ily,16
2918,hunt,16
2919,heavenly,16
2920,sls,16
2921,email,16
2922,#35mm,16
2923,dull,16
2924,#heart,16
2925,bel,16
2926,birds,16
2927,shadow,16
2928,weho,16
2929,#quoteoftheday,16
2930,decorating,16
2931,waffles,16
2933,buying,16
2934,#explore,16
2935,#balayage,16
2936,modeling,16
2937,mart,16
2938,honored,16
2939,fog,16
2940,#nephew,16
2942,waited,16
2943,luke,16
2944,daddy's,16
2945,#oc,16
2946,manor,16
2947,#mountains,16
2948,brea,16
2949,slide,16
2950,dumb,16
2951,shack,16
2952,dis,16
2953,parker,16
2954,uss,16
2955,#beautifulday,16
2956,modern,16
2957,clara,16
2958,folsom,16
2959,islands,16
2960,7th,16
2961,setting,16
2962,screen,16
2963,#chicago,16
2964,poor,16
2966,songs,16
2967,rainbow,16
2968,ribs,16
2969,cedar,16
2970,siblings,16
2971,changing,16
2972,ryan,16
2973,legendary,16
2974,brick,16
2975,edmodo,16
2976,#studio,16
2978,[,16
2979,george,16
2980,rich,16
2981,#birthdaygirl,16
2982,farms,16
2983,hayward,16
2984,glasses,16
2985,solo,16
2986,belated,16
2987,explain,16
2988,prime,16
2989,#instamood,16
2990,seatac,16
2992,#boxing,16
2993,tussauds,16
2994,reaction,16
2995,tells,16
2996,#newyear,16
2997,circus,16
2998,kansas,16
2999,abbot,15
3000,#friendship,15
3001,taylor,15
3002,pride,15
3003,tcl,15
3004,shasta,15
3005,midway,15
3006,stroll,15
3007,sfo,15
3008,jumping,15
3009,wolf,15
3010,cowboy,15
3011,tasty,15
3012,remix,15
3013,monkey,15
3014,climbing,15
3015,pair,15
3016,#downtownla,15
3017,#sonoma,15
3020,ivy,15
3021,spicy,15
3022,homes,15
3023,staff,15
3024,catalina,15
3025,madison,15
3026,5k,15
3027,$5,15
3028,pedro,15
3029,message,15
3030,fleek,15
3031,residence,15
3032,tank,15
3033,realized,15
3034,cloud,15
3035,#joshuatree,15
3036,#interiordesign,15
3037,doors,15
3038,wax,15
3039,fridays,15
3040,mua,15
3041,appointment,15
3042,#nikon,15
3043,fighting,15
3044,release,15
3045,posts,15
3046,#delicious,15
3047,charlie,15
3048,program,15
3049,xs,15
3050,dudes,15
3051,#dancer,15
3052,rush,15
3053,workin,15
3054,grounds,15
3055,dancers,15
3056,socks,15
3057,lands,15
3058,kicked,15
3059,jake,15
3060,pdx,15
3061,waves,15
3063,#takemeback,15
3064,tha,15
3065,desk,15
3066,burrito,15
3067,shore,15
3068,closed,15
3069,basically,15
3070,app,15
3071,stopping,15
3072,cooked,15
3073,appreciation,15
3074,#joy,15
3075,smells,15
3076,bernardino,15
3077,#squadgoals,15
3078,#santabarbara,15
3079,stevens,15
3080,animals,15
3081,karaoke,15
3082,salute,15
3084,sales,15
3085,#shoplocal,15
3086,norwalk,15
3087,#purposetour,15
3088,lion,15
3089,laundry,15
3090,saloon,15
3091,concerts,15
3092,lookin,15
3093,spectrum,15
3094,#summer2016,15
3095,#getoutside,15
3096,chic,15
3097,fab,15
3098,degree,15
3099,awe,15
3100,baking,15
3101,feat,15
3102,;),15
3103,wins,15
3105,#actorslife,15
3106,career,15
3107,hockey,15
3108,heads,15
3110,heritage,15
3111,cupcakes,15
3112,olympic,15
3113,#hollywoodsign,15
3114,wash,15
3115,drake,15
3116,killin,15
3117,grey,15
3118,pump,15
3119,santana,15
3120,romantic,15
3121,encore,15
3122,giveaway,15
3123,#sexy,15
3124,hottest,15
3125,crying,15
3126,quiet,15
3127,deli,15
3128,stories,15
3129,lip,15
3130,soup,15
3131,#clouds,15
3132,toys,15
3133,depot,15
3134,#december,15
3135,rolls,15
3136,closer,15
3137,rough,15
3138,#fam,15
3139,arm,15
3140,#potd,15
3141,creation,15
3142,nah,15
3143,tryna,15
3144,eggs,15
3145,freedom,15
3146,year's,15
3147,#architecture,15
3148,dolby,15
3149,asian,15
3150,te,15
3151,saved,15
3152,leaves,15
3153,slowly,15
3154,boom,15
3155,fiancé,15
3156,#edm,15
3157,uh,15
3158,#arizona,15
3159,chips,15
3160,pet,15
3161,picnic,15
3162,%,15
3163,jealous,15
3164,wiltern,15
3166,beth,15
3167,dat,15
3168,wayne,15
3169,dc,15
3170,#coachella2016,15
3171,saturdays,15
3172,whiskey,14
3173,recording,14
3174,helped,14
3175,#inlove,14
3176,spots,14
3177,sat,14
3178,suit,14
3179,yacht,14
3180,acting,14
3181,doin,14
3182,asleep,14
3183,cook,14
3184,climb,14
3185,trade,14
3186,dust,14
3187,price,14
3188,royal,14
3189,write,14
3190,#hermosabeach,14
3191,#silverlake,14
3192,peter,14
3193,#lovehim,14
3194,grilled,14
3195,blind,14
3196,fields,14
3197,indoor,14
3198,loud,14
3199,breeze,14
3200,camping,14
3201,sunday's,14
3202,parties,14
3203,handle,14
3204,motion,14
3206,autumn,14
3207,resist,14
3208,buena,14
3209,8th,14
3210,cha,14
3211,squeeze,14
3212,nutcracker,14
3213,raiders,14
3214,comfort,14
3215,wifey,14
3216,eats,14
3217,leavenworth,14
3218,pack,14
3219,#melrose,14
3221,amor,14
3222,faith,14
3223,october,14
3224,federal,14
3225,7pm,14
3226,#imwithher,14
3227,ultimate,14
3228,spinning,14
3229,arrowhead,14
3230,weight,14
3231,campaign,14
3232,fairfax,14
3233,strength,14
3234,worst,14
3235,mojave,14
3236,selling,14
3237,promo,14
3238,kiddos,14
3239,#springbreak,14
3241,painting,14
3242,#wce,14
3243,#tahoe,14
3244,abs,14
3245,rockin,14
3246,june,14
3247,lanes,14
3248,•••,14
3249,shores,14
3250,mermaid,14
3251,20th,14
3252,department,14
3253,flamingo,14
3254,ritzcarlton,14
3255,proof,14
3256,#santa,14
3257,nye,14
3258,#bmw,14
3259,search,14
3260,writing,14
3261,ink,14
3262,kicks,14
3263,barely,14
3264,#bigsur,14
3265,customer,14
3266,friendly,14
3267,scenic,14
3268,#outdoors,14
3270,themed,14
3271,extensions,14
3272,vanilla,14
3273,19,14
3274,darling,14
3275,gaslamp,14
3276,soccer,14
3277,highlands,14
3278,bags,14
3279,blueberry,14
3280,gig,14
3281,#instafood,14
3282,wilson,14
3283,#drake,14
3284,spectacular,14
3285,netflix,14
3286,twist,14
3287,#golf,14
3288,fired,14
3289,#sanjose,14
3290,cape,14
3291,bestest,14
3292,spin,14
3293,westwood,14
3294,feelin,14
3296,auburn,14
3297,runway,14
3298,hole,14
3299,portrait,14
3300,nom,14
3301,scene,14
3302,youth,14
3303,followers,14
3304,foods,14
3305,#happygirl,14
3306,scenery,14
3307,electric,14
3308,goat,14
3309,tie,14
3310,veggies,14
3311,tia,14
3312,2013,14
3313,drove,14
3314,27,14
3315,terrace,14
3316,named,14
3317,oscars,14
3318,president,14
3320,lisa,14
3321,amo,14
3322,ceremony,14
3323,solvang,14
3324,shoreline,14
3325,jingle,14
3326,relationship,14
3327,twins,14
3328,valencia,14
3329,spoiled,14
3330,comment,14
3331,children,14
3332,introducing,14
3333,battle,14
3334,wrapped,14
3335,antonio,14
3336,planning,14
3337,6pm,14
3338,pain,14
3340,machine,14
3341,belle,14
3342,souls,14
3343,figure,14
3344,kentucky,14
3345,#happynewyear,14
3346,#yosemitenationalpark,13
3347,#cat,13
3348,baby's,13
3350,trader,13
3351,henry,13
3352,du,13
3353,#turnup,13
3354,lovin',13
3355,cliff,13
3356,boring,13
3357,marquee,13
3358,#wifey,13
3359,daniel,13
3360,banana,13
3361,honestly,13
3362,#mybaby,13
3363,#malemodel,13
3364,normal,13
3365,#beachday,13
3366,butterfly,13
3367,#pokemongo,13
3368,celebrated,13
3369,hint,13
3371,dearest,13
3372,sucks,13
3373,badass,13
3374,beers,13
3375,bliss,13
3376,racing,13
3377,addition,13
3378,kent,13
3379,breaking,13
3380,carnival,13
3381,#crazy,13
3383,checked,13
3384,mode,13
3385,alfred,13
3386,cherry,13
3387,birth,13
3388,marathon,13
3389,imax,13
3390,tix,13
3391,artists,13
3392,speak,13
3393,#beer,13
3394,fuego,13
3395,shoulder,13
3396,lipstick,13
3397,muscle,13
3398,#godisgood,13
3399,drops,13
3400,choreo,13
3401,kimmel,13
3402,review,13
3403,hoes,13
3404,californian,13
3405,heels,13
3407,monument,13
3408,#wednesday,13
3409,involved,13
3410,liquid,13
3411,print,13
3412,jokes,13
3413,powder,13
3414,eric,13
3415,hoe,13
3416,warfield,13
3417,cultural,13
3418,ihop,13
3419,rogue,13
3420,festivities,13
3421,guide,13
3423,pilates,13
3424,babygirl,13
3425,google,13
3426,fontana,13
3427,repostapp・・・,13
3429,charles,13
3430,thunder,13
3431,#vibes,13
3432,stairs,13
3434,sport,13
3435,reward,13
3436,mixed,13
3437,brave,13
3438,grille,13
3439,id),13
3440,ross,13
3441,sum,13
3442,wore,13
3443,fillmore,13
3444,exhibit,13
3445,couples,13
3447,waffle,13
3448,#homesweethome,13
3450,#britneyspears,13
3451,velvet,13
3452,#luxury,13
3453,elephant,13
3454,cupcake,13
3455,#bellagio,13
3456,mango,13
3457,records,13
3458,#reunited,13
3459,scott,13
3460,excellent,13
3461,summerlin,13
3462,tons,13
3463,#travelgram,13
3464,gracias,13
3465,bug,13
3466,labor,13
3467,drew,13
3468,terminal,13
3469,someone's,13
3470,tony,13
3471,sunnyvale,13
3472,treating,13
3473,dragon,13
3474,internet,13
3475,cascade,13
3476,sets,13
3477,loop,13
3478,gala,13
3479,brilliant,13
3480,lash,13
3481,transformation,13
3482,tall,13
3483,profile,13
3484,imperial,13
3485,calabasas,13
3486,ugh,13
3487,naughty,13
3488,bourbon,13
3489,melting,13
3490,joint,13
3491,n',13
3492,#nomnom,13
3493,perks,13
3494,hawthorne,13
3495,pray,13
3496,fur,13
3497,#soundcloud,13
3498,hahahaha,13
3499,#happythankgiving,13
3500,heavy,13
3503,morgan,13
3505,stanford,13
3506,headquarters,13
3507,lineup,13
3508,maria,13
3509,rider,13
3510,incredibly,13
3511,azusa,13
3512,messing,13
3513,worship,13
3514,hero,13
3515,#happyhour,13
3516,beaverton,13
3518,circle,13
3519,cocktails,13
3520,director,13
3521,supposed,13
3522,airlines,13
3523,bam,13
3525,#awesome,13
3526,moreno,13
3527,pies,13
3528,#ilovela,13
3529,salem,13
3530,truckee,13
3531,homecoming,13
3532,#water,13
3533,rally,13
3534,frank,13
3535,hunting,13
3536,tune,13
3537,families,13
3538,sang,13
3539,toronto,13
3540,cleveland,13
3541,dem,12
3542,chasing,12
3543,#instalike,12
3544,paso,12
3545,coco,12
3546,lens,12
3547,glorious,12
3548,yrs,12
3549,visited,12
3550,naval,12
3551,matters,12
3552,bothell,12
3553,marry,12
3554,cow,12
3555,unforgettable,12
3557,koreatown,12
3558,#mua,12
3559,freezing,12
3560,#brothers,12
3561,seaworld,12
3562,range,12
3563,pal,12
