,token,frequency
2322,match,9
2323,carolina,9
2324,relevant,9
2325,disabled,9
2326,popular,9
2327,coalition,9
2328,bangladeshi,9
2330,#2a,9
2331,tourists,9
2332,shocking,8
2333,project,8
2334,mandatory,8
2335,separate,8
2336,doctors,8
2338,africans,8
2339,executive,8
2341,#italy,8
2342,esp,8
2344,sweetie,8
2345,books,8
2346,brains,8
2347,israeli,8
2348,draw,8
2349,#deport,8
2350,saved,8
2351,bitch',8
2352,#americansfirst,8
2354,alabama,8
2355,13yearold,8
2357,talkin,8
2358,reduced,8
2359,eating,8
2360,mcconnell,8
2361,miller,8
2362,gold,8
2363,preserve,8
2364,upcoming,8
2365,restaurant,8
2367,investigation,8
2368,learned,8
2369,result,8
2370,track,8
2371,cube,8
2372,beware,8
2374,#california,8
2375,stated,8
2376,minds,8
2377,size,8
2378,career,8
2379,wrote,8
2380,lesbian,8
2381,understanding,8
2382,matters,8
2383,faster,8
2384,helped,8
2385,granted,8
2386,warning,8
2387,#illegalalien,8
2388,crp,8
2390,smell,8
2391,dr,8
2392,king,8
2393,bother,8
2395,establishment,8
2396,fam,8
2397,whining,8
2398,45,8
2400,socialists,8
2401,excellent,8
2402,complicit,8
2403,recognize,8
2404,express,8
2405,announces,8
2406,centres,8
2407,pain,8
2408,doj,8
2410,sweet,8
2411,plenty,8
2412,highly,8
2413,rabbit,8
2414,crew,8
2415,lists,8
2416,2),8
2417,received,8
2418,sold,8
2419,july,8
2420,century,8
2421,putin,8
2422,reasons,8
2423,ongoing,8
2424,repatriation,8
2425,signs,8
2426,mothers,8
2427,decades,8
2428,earn,8
2429,#humanrights,8
2430,nazi,8
2431,celebrate,8
2432,bless,8
2433,skilled,8
2434,tolerance,8
2435,learning,8
2436,nigeria,8
2437,here’s,8
2438,easily,8
2439,witch,8
2440,hystericalyou're,8
2441,practice,8
2442,leftist,8
2444,acceptable,8
2445,palestinians,8
2446,wars,8
2447,'cunt',8
2448,stupidity,8
2449,texts,8
2450,threatens,8
2451,facebook's,8
2452,florida,8
2453,capital,8
2454,embrace,8
2455,#women,8
2457,dicks,8
2458,testify,8
2460,dreamers,8
2461,welcome',8
2462,kicked,8
2463,staying,8
2464,respond,8
2466,brilliant,8
2467,led,8
2468,boo,8
2469,examples,8
2471,warns,8
2472,brothers,8
2473,disrespectful,8
2474,#philippines,8
2475,fundraiser,8
2476,propaganda,8
2477,expected,8
2478,macron,8
2479,tory,8
2480,mistake,8
2481,☺,8
2482,sue,8
2483,limit,8
2484,antonio,8
2485,hatred,8
2486,awful,8
2487,suffered,8
2488,belt,8
2489,super,8
2490,demanding,8
2491,jewish,8
2492,kno,8
2493,gangs,8
2494,allegedly,8
2495,#india,8
2496,resign,8
2497,indians,8
2498,msm,8
2500,rejected,8
2501,profile,8
2502,#canada,8
2503,racists,8
2504,donations,8
2505,(),8
2506,vaginas,8
2507,critical,8
2508,protesting,8
2510,arrests,8
2512,character,8
2514,missed,8
2515,handle,8
2516,japan,8
2517,tourist,8
2518,utter,8
2519,australians,8
2520,model,8
2521,dress,8
2522,weapons,8
2523,senator,8
2524,transfer,8
2525,❤,8
2526,#whore,8
2527,consequences,8
2528,screaming,8
2529,insult,8
2530,crowd,8
2531,title,8
2532,income,8
2533,wondering,8
2534,strict,8
2535,brutal,8
2536,ignoring,8
2537,agencies,8
2538,agents,8
2539,cancer,8
2541,efforts,8
2542,administration's,8
2544,arrivals,8
2545,activists,8
2546,potus,8
2548,pretend,8
2549,whites,8
2550,#tcot,8
2551,forgot,8
2552,slum,8
2554,rude,8
2555,#ethiopia,8
2556,irresponsible,8
2557,dignity,8
2558,cult,8
2559,version,8
2560,invading,8
2562,pres,8
2563,alleged,8
2564,encouraging,8
2565,🙄,8
2567,#thursdaythoughts,8
2568,youtube,8
2570,blocks,7
2571,deadly,7
2572,brown,7
2573,stays,7
2574,😉,7
2575,hire,7
2576,radical,7
2577,flood,7
2578,med,7
2579,adult,7
2580,#salvini,7
2581,advocating,7
2582,andrew,7
2583,racial,7
2584,split,7
2585,liberty,7
2586,turkish,7
2587,attractive,7
2588,obamacare,7
2589,ugh,7
2590,christ,7
2591,invaded,7
2592,hero,7
2593,offered,7
2594,lock,7
2595,march,7
2596,original,7
2597,sight,7
2598,500000,7
2599,sexism,7
2600,direct,7
2601,ids,7
2602,credit,7
2603,myanmar,7
2604,written,7
2605,chaos,7
2606,kate,7
2607,sentenced,7
2608,served,7
2609,teens,7
2610,settle,7
2611,turks,7
2612,mandir,7
2613,acts,7
2614,scream,7
2615,paul,7
2616,prisons,7
2618,blocking,7
2619,threatening,7
2620,escaping,7
2621,murders,7
2622,lunch,7
2623,austrian,7
2624,challenge,7
2625,digging,7
2626,#migration,7
2627,you’ll,7
2628,anal,7
2629,yelling,7
2630,deporting,7
2631,#foxnews,7
2632,arguing,7
2633,hiring,7
2635,double,7
2636,standard,7
2637,euro,7
2638,compassion,7
2640,teacher,7
2641,informed,7
2642,crush,7
2643,glasgow,7
2644,lazy,7
2645,sunday,7
2646,2nd,7
2647,morocco,7
2648,odd,7
2649,authority,7
2650,evening,7
2651,defense,7
2652,supposed,7
2653,repeat,7
2654,virgin,7
2656,lord,7
2657,ancestors,7
2659,narrative,7
2660,daughters,7
2661,dealing,7
2662,reunification,7
2663,bbc,7
2664,entrepreneurs,7
2665,sing,7
2666,incredible,7
2667,ability,7
2668,extremely,7
2669,reaction,7
2670,twat,7
2671,educated,7
2672,cat,7
2673,wives,7
2674,stands,7
2675,woman',7
2676,skin,7
2677,assaults,7
2678,trailer,7
2679,attempt,7
2680,counter,7
2681,grab,7
2683,hides,7
2684,november,7
2685,#donaldtrump,7
2686,bought,7
2687,monday,7
2688,endless,7
2689,specially,7
2690,bloody,7
2692,uganda,7
2693,plane,7
2694,disgrace,7
2695,wash,7
2696,panel,7
2697,#unitedstates,7
2698,ig,7
2699,filled,7
2700,abusive,7
2701,realized,7
2703,selfish,7
2704,sons,7
2705,9,7
2706,bishops,7
2707,grateful,7
2709,kinda,7
2710,rss,7
2711,#openborders,7
2712,carry,7
2713,barcelona,7
2714,marriage,7
2715,lonely,7
2716,sturgeon,7
2717,#feminismiscancer,7
2718,you',7
2719,custody,7
2721,influence,7
2722,drama,7
2723,courts,7
2724,stage,7
2725,ngo,7
2726,#immigrantchildren,7
2727,behalf,7
2728,#muslims,7
2729,fools,7
2730,forcibly,7
2731,gon,7
2732,store,7
2734,experienced,7
2735,urges,7
2736,#womendisobey,7
2737,refuses,7
2738,aware,7
2739,ruling,7
2740,load,7
2741,candidates,7
2742,yrs,7
2743,internal,7
2744,praise,7
2746,mention,7
2747,poc,7
2748,@realdonaldtrump,7
2749,hispanics,7
2750,assume,7
2751,towns,7
2752,#deportillegals,7
2753,poll,7
2754,backlash,7
2755,â‚¬,7
2756,deaths,7
2757,mum,7
2758,400,7
2759,inspired,7
2760,we’re,7
2761,driven,7
2762,reaching,7
2763,actively,7
2764,cage,7
2765,useless,7
2766,bare,7
2767,subject,7
2769,chill,7
2770,#wwg1wga,7
2771,14,7
2772,wh,7
2773,michelle,7
2774,supreme,7
2775,advantage,7
2776,allah,7
2777,guards,7
2778,assholes,7
2779,toxic,7
2780,6yearold,7
2781,gift,7
2782,flirt,7
2783,fears,7
2784,italia,7
2785,globalists,7
2786,mike,7
2787,treats,7
2789,australian,7
2790,breath,7
2791,sustainable,7
2792,aug,7
2793,luck,7
2794,'the,7
2795,conte,7
2796,email,7
2797,pakistan,7
2798,pact,7
2799,writing,7
2800,openly,7
2801,parent,7
2802,nuts,7
2803,representative,7
2805,makeup,7
2806,buying,7
2807,idc,7
2808,coward,7
2809,reveals,7
2810,lemonade,7
2811,reply,7
2812,'what,7
2813,injured,7
2814,#sanctuarycities,7
2815,calm,7
2816,90%,7
2817,kelly,7
2819,opinions,7
2820,and/or,7
2821,#swrm,7
2823,volunteers,7
2824,runs,7
2825,dumping,7
2826,professor,7
2827,conflict,7
2828,450,7
2829,judges,7
2831,dhs,7
2832,kansas,7
2833,congratulations,7
2834,customs,7
2835,artist,7
2836,troops,7
2837,minority,7
2838,gain,7
2839,unaccompanied,7
2840,suspected,7
2841,shouting,7
2842,feet,7
2844,tuesday,7
2845,smugglers,7
2846,leadership,7
2847,disagree,7
2848,clue,7
2849,properly,7
2850,suffer,7
2851,planet,7
2852,logic,7
2853,returning,7
2854,creepy,7
2855,zone,7
2856,managed,7
2857,beating,7
2858,strip,7
2859,scots,7
2860,foreigners,7
2861,controlled,7
2862,punch,7
2863,promised,7
2864,#drainthedeepstate,7
2865,nationals,7
2866,mutha,7
2867,minors,7
2868,arts,7
2869,sell,7
2870,foot,7
2871,coptic,7
2872,claire,7
2873,😎,6
2874,philippine,6
2875,offensive,6
2876,route,6
2877,tiny,6
2878,#keepamericasafe,6
2879,panties,6
2880,traffic,6
2881,#jobs,6
2882,hospitals,6
2883,carrying,6
2884,lovely,6
2885,sadly,6
2887,university,6
2888,representing,6
2889,cultures,6
2890,trip,6
2891,conspiracy,6
2892,greedy,6
2893,trick,6
2894,survive,6
2895,dying,6
2896,shots,6
2897,expired,6
2898,refugees’,6
2899,hungarian,6
2900,embassy,6
2901,convicted,6
2902,std,6
2903,corner,6
2904,personally,6
2905,agent,6
2906,pants,6
2907,neighborhood,6
2908,science,6
2909,cocks,6
2910,drives,6
2911,prepare,6
2912,rampant,6
2913,counting,6
2914,hindu,6
2915,#nra,6
2916,trashy,6
2917,author,6
2918,stranger,6
2919,blacks,6
2920,b/c,6
2921,steinle,6
2922,strangers,6
2923,facility,6
2925,patriotic,6
2926,bruh,6
2927,unsafe,6
2928,removed,6
2929,wi,6
2930,today's,6
2931,emotional,6
2932,dig,6
2933,brexit,6
2934,angel,6
2935,moves,6
2936,promote,6
2937,life's,6
2938,growth,6
2939,jihadists,6
2940,believes,6
2941,#sweden,6
2942,irrelevant,6
2943,#veterans,6
2944,harm,6
2945,supported,6
2946,heritage,6
2947,plain,6
2948,perfectly,6
2949,volunteer,6
2950,tom,6
2951,blind,6
2952,caused,6
2953,overpopulation,6
2954,shorts,6
2955,imma,6
2956,dump,6
2957,fame,6
2958,floor,6
2959,nuclear,6
2960,hospital,6
2961,soft,6
2962,gulf,6
2963,smile,6
2964,world’s,6
2966,#trumptrain,6
2967,energy,6
2968,hiding,6
2969,#secureourborder,6
2970,official,6
2971,facilities,6
2972,pretending,6
2973,partner,6
2974,(aka,6
2975,percentage,6
2976,locked,6
2977,concern,6
2978,fathers,6
2979,launches,6
2980,tree,6
2981,tits,6
2982,teachers,6
2983,tent,6
2984,wore,6
2985,brand,6
2986,meaning,6
2987,valid,6
2989,surely,6
2990,mary,6
2992,tweeted,6
2993,houston,6
2994,indra,6
2995,nooyi,6
2996,enrichment,6
2997,drunken,6
2999,drops,6
3000,china,6
3001,immigrant's,6
3002,mf,6
3003,scheme,6
3004,beg,6
3005,square,6
3006,tower,6
3007,frame,6
3008,drivers,6
3009,protected,6
3010,affairs,6
3011,targets,6
3012,field,6
3013,remove,6
3014,ties,6
3015,latin,6
3016,adults,6
3017,socialwelfare,6
3018,dressed,6
3019,cold,6
3020,hoe',6
3021,climate,6
3022,insecure,6
3023,struggle,6
3024,immoral,6
3025,northern,6
3026,theme,6
3027,breitbart,6
3028,privilege,6
3029,sept,6
3030,harsh,6
3031,nyc,6
3032,sisters,6
3035,harass,6
3036,mission,6
3037,justin,6
3038,fugly,6
3039,neck,6
3040,priest,6
3041,blaming,6
3042,tanzania,6
3043,closing,6
3044,strange,6
3045,proper,6
3046,vetting,6
3047,bernie,6
3048,beaten,6
3049,independence,6
3050,slaves,6
3051,stopping,6
3052,hypocrite,6
3053,defends,6
3054,wedding,6
3055,reminder,6
3056,jeff,6
3057,husbands,6
3058,covering,6
3059,naked,6
3060,100000,6
3061,man's,6
3062,owes,6
3063,bazar,6
3064,final,6
3065,note,6
3066,explains,6
3067,lessons,6
3068,sovereign,6
3070,antisemitism,6
3071,parliament,6
3072,fighter,6
3074,rescues,6
3075,chat,6
3076,dismiss,6
3077,communist,6
3078,fought,6
3079,pentagon,6
3081,declares,6
3083,surprised,6
3084,hired,6
3085,khan,6
3086,mitch,6
3087,constant,6
3088,brave,6
3089,#palestinian,6
3090,compact,6
3091,invite,6
3092,feds,6
3093,appointment,6
3094,harassed,6
3095,insist,6
3096,gucci,6
3097,accountable,6
3098,#israel,6
3099,#eritrea,6
3100,hat,6
3101,arriving,6
3102,smoke,6
3103,grants,6
3104,locals,6
3106,nude,6
3107,complaint,6
3108,typical,6
3109,filth,6
3110,targeting,6
3111,prize,6
3112,physical,6
3114,demographics,6
3115,%,6
3116,twisted,6
3117,analysis,6
3118,winning,6
3119,#migrant,6
3120,tryin,6
3121,protests,6
3122,persecution,6
3123,surge,6
3124,pour,6
3125,alert,6
3127,ceuta,6
3128,antifa,6
3129,reminds,6
3130,prefer,6
3131,#spygate,6
3132,limited,6
3133,client,6
3134,melania,6
3135,italians,6
3136,reduce,6
3137,potential,6
3138,attorney,6
3139,suburb,6
3140,500,6
3141,humans,6
3142,150,6
3143,ruined,6
3144,meme,6
3145,desperate,6
3146,submit,6
3147,broad,6
3148,cos,6
3149,corey,6
3150,england,6
3151,arm,6
3152,james,6
3153,ireland,6
3154,exposed,6
3155,claimed,6
3156,rises,6
3157,aye,6
3158,meetings,6
3159,sleeping,6
3160,resistance,6
3161,vital,6
3162,apology,6
3163,laid,6
3164,rare,6
3165,fish,6
3166,boycott,6
3167,blames,6
3169,organizations,6
3170,mario,6
3171,vast,6
3172,'we,6
3173,cousin,6
3174,license,6
3176,organized,6
3178,hated,6
3179,remains,6
3180,#kakuma,6
3181,stealing,6
3182,immature,6
3183,ohio,6
3184,respected,6
3185,trans,6
3186,madness,6
3187,closer,6
3188,enforcing,6
3190,falling,6
3191,fan,6
3192,haha,6
3193,christmas,6
3195,file,6
3196,19,6
3197,argue,6
3198,programme,6
3199,60000,6
3200,clown,6
3201,else's,6
3202,violations,6
3203,mirror,6
3204,sweeps,6
3205,bomb,6
3206,huh,6
3207,friendship,6
3208,belittle,6
3210,memphis,6
3212,stank,6
3213,shaming,6
3214,🙃,6
3215,fantastic,6
3216,punish,6
3217,renewal,6
3218,eu’s,6
3219,clueless,6
3220,offering,6
3221,childish,6
3223,smiling,6
3224,labeled,6
3225,slutty,6
3226,mueller,6
3227,ontario,6
3228,😠,6
3229,pieces,6
3230,territory,6
3231,cartel,6
3232,dat,6
3233,bully,6
3234,;),6
3235,purpose,6
3236,foh,6
3237,obsessed,6
3238,burundi,6
3239,app,6
3240,tackle,6
3241,prosecuted,6
3242,holiday,6
3243,solutions,6
3244,sudanese,6
3245,pleasure,6
3246,bot,6
3247,filed,6
3248,played,6
3250,abvp,6
3251,google,6
3252,fucka,6
3253,kindly,6
3254,harassing,6
3255,network,6
3256,hour,6
3257,encourage,6
3258,coke,6
3260,drown,6
3262,videos,6
3263,1/2,6
3264,cooking,6
3265,goddamn,6
3266,apartment,6
3267,insulting,6
3269,nerve,6
3270,dollar,6
3271,style,5
3272,dutton,5
3273,snowflakes,5
3274,dass,5
3275,rot,5
3276,essential,5
3277,irrational,5
3279,funded,5
3280,dragged,5
3281,miles,5
3282,libs,5
3283,residents,5
3284,slavery,5
3285,felon,5
3286,bishop,5
3287,appeals,5
3288,#amnesty,5
3289,candidate,5
3290,forcing,5
3292,firm,5
3293,enrich,5
3294,douche,5
3295,antimuslim,5
3297,relationships,5
3298,packing,5
3299,continuing,5
3300,usmexico,5
3301,donation,5
3302,truths,5
3303,sole,5
3304,sneaking,5
3305,statue,5
3306,'you,5
3307,funeral,5
3309,retard,5
3310,linked,5
3311,row,5
3312,#nodacadeal,5
3313,demands,5
3314,enemy,5
3315,sets,5
3316,somethin,5
3317,booty,5
3318,#noillegals,5
3319,fits,5
3320,#familiesbelongtogethermarch,5
3321,roast,5
3322,grandfather,5
3323,croatia,5
3324,prices,5
3325,misogyny,5
3326,ukraine,5
3327,grows,5
3328,payment,5
3329,#bitcoin,5
3330,contact,5
3331,loss,5
3332,alaska,5
3333,viktor,5
3334,29,5
3335,understood,5
3336,allies,5
3337,75,5
3338,cars,5
3339,confirms,5
3340,replace,5
3341,mob,5
3342,failure,5
3343,healthy,5
3344,pissed,5
3345,option,5
3347,roam,5
3348,nonsense,5
3349,#undocumented,5
3350,hill,5
3351,'oh,5
3352,whore',5
3353,denying,5
3354,breed,5
3355,30%,5
3356,steps,5
3357,kurz,5
3358,link,5
3359,#climatechange,5
3360,offend,5
3361,wealthy,5
3362,me”,5
3363,accepting,5
3364,#retweet,5
3365,checked,5
3367,collecting,5
3368,agrees,5
3369,erasing,5
3370,excuses,5
3372,fucker,5
3373,pouring,5
3374,applied,5
3375,indigenous,5
3376,tshirt,5
3377,sentence,5
3378,stats,5
3379,wolf,5
3380,retire,5
3381,mama,5
3382,seats,5
3383,appalling,5
3384,nonwhite,5
3385,woke,5
3386,connection,5
3387,11yearold,5
3388,determine,5
3389,#humantrafficking,5
3390,boring,5
3391,solve,5
3392,stamps,5
3393,laughs,5
3394,arrival,5
3395,touching,5
3396,34,5
3397,banned,5
3399,van,5
3400,inferior,5
3401,planned,5
3402,prayer,5
3403,#heretostay,5
3404,#cpc,5
3405,congrats,5
3406,slams,5
3407,ffs,5
3408,democracy,5
3409,grand,5
3410,justify,5
3411,registration,5
3412,manage,5
3413,participation,5
3414,temple,5
3415,pill,5
3416,#ass,5
3417,korea,5
3418,'fuck,5
3419,bastard,5
3420,appeal,5
3421,celebrating,5
3422,replied,5
3423,2009,5
3424,#burundian,5
3425,miami,5
3426,eye,5
3427,islands,5
3429,fascism,5
3430,piss,5
3431,asses,5
3432,elderly,5
3433,arab,5
3435,🤗,5
3436,collect,5
3437,patients,5
3438,#london,5
3439,#england,5
3440,pose,5
3441,jason,5
3442,supporter,5
3443,threw,5
3444,bored,5
3445,corbyn,5
3446,hang,5
3447,prepared,5
3448,rhetoric,5
3449,treason,5
3450,images,5
3451,integration,5
3452,engage,5
3453,escaped,5
3454,lgbt,5
3455,inspiring,5
3456,exists,5
3457,flight,5
3458,deals,5
3459,😌,5
3460,department,5
3461,contribute,5
3462,grade,5
3463,faced,5
3464,stock,5
3465,proposed,5
3466,oil,5
3467,demean,5
3468,perspective,5
3469,$20,5
3470,village,5
3471,hostile,5
3472,obama's,5
3473,attempting,5
3474,tattoo,5
3475,lottery,5
3476,flows,5
3477,throat,5
3478,transportation,5
3479,#voteredtosaveamerica,5
3480,published,5
3481,jealous,5
3482,joining,5
3483,divided,5
3484,roads,5
3485,commission,5
3486,measures,5
3487,effective,5
3488,plot,5
3489,range,5
3490,beats,5
3491,scary,5
3492,vp,5
3493,orange,5
3494,clout,5
3495,goin,5
3496,titties,5
3497,stance,5
3498,#jaredkushner,5
3499,mommy,5
3500,moria,5
3501,200,5
3502,attempted,5
3504,psycho,5
3505,tim,5
3506,sudan,5
3507,nope,5
3508,slow,5
3509,#slut,5
3510,fail,5
3511,truck,5
3512,nrc,5
3513,sri,5
3514,#truth,5
3515,joking,5
3516,cox’s,5
3517,drag,5
3518,'but,5
3519,financial,5
3520,cutting,5
3521,bae,5
3522,pence,5
3523,deliberate,5
3524,children's,5
3525,#resist,5
3526,review,5
3527,berlin,5
3528,theresa,5
3529,home',5
3530,core,5
3531,code,5
3532,consensual,5
3533,smack,5
3534,successful,5
3535,contributions,5
3538,$,5
3540,crossers,5
3541,september,5
3542,'it's,5
3543,forgive,5
3544,they’ll,5
3545,sake,5
3546,arrogant,5
3548,weight,5
3549,watched,5
3550,sabato,5
3551,deleted,5
3552,complained,5
3553,stabbed,5
3554,includes,5
3555,developing,5
3556,imigration,5
3557,classy,5
3558,heartbreaking,5
3560,decides,5
3561,you’ve,5
3562,prior,5
3564,snowflake,5
3565,roll,5
3566,mindset,5
3567,empower,5
3568,intercepted,5
3570,nightmare,5
3571,exact,5
3572,fired,5
3573,sends,5
3574,cologne,5
3575,“we,5
3576,statistics,5
3577,denies,5
3578,papers,5
3579,600,5
3580,belief,5
3581,solidarity,5
3582,people”,5
3583,sheep,5
3584,antiimmigration,5
3585,silence,5
3586,bricks,5
3587,horrible,5
3588,kanye,5
3590,zealand,5
3591,dedicated,5
3592,candace,5
3593,audacity,5
3594,chick,5
3595,4th,5
3596,generous,5
3597,serving,5
3598,types,5
3599,#greencardsfordaca,5
3600,#votered2018,5
3601,michael,5
3602,rn,5
3603,ports,5
3604,#worldcup,5
3605,tips,5
3607,suit,5
3610,caring,5
3611,invited,5
3612,breaks,5
3614,everytime,5
3615,hopes,5
3616,importing,5
3617,individual,5
3618,lemme,5
3619,anchor,5
3620,uneducated,5
3621,internet,5
3622,nationalism,5
3623,mps,5
3624,60,5
3625,cowards,5
3626,jus,5
3628,germany's,5
3629,cartels,5
3630,request,5
3631,determined,5
3632,legit,5
3633,comfortable,5
3634,spaces,5
3635,trusted,5
3636,passion,5
3637,#kag2018,5
3638,monsters,5
3639,citiziens,5
3640,elements,5
3642,'my,5
3643,hungry,5
3644,appointments,5
3645,slapped,5
3646,blonde,5
3647,richard,5
3648,entitlement,5
3649,#merkel,5
3650,#president,5
3651,#texas,5
3652,conservatives,5
3653,'a,5
3654,socalled,5
3655,#blacktwitter,5
3656,stuffed,5
3657,maine,5
3658,session,5
3659,disturbing,5
3660,hrc,5
3661,grace,5
3662,embarrassment,5
3663,en,5
3664,initiative,5
3665,fees,5
3666,dressing,5
3667,checking,5
3668,tag,5
3669,dam,5
3670,professional,5
3671,armstrong,5
3672,delete,5
3673,denial,5
3674,fuel,5
3675,launched,5
3676,#feminism,5
3677,hun,5
3678,lifetime,5
3679,deserved,5
3680,bigot,5
3681,#declassifyfisa,5
3682,burdening,5
3683,ocean,5
3684,3),5
3685,bridge,5
3686,ap,5
3687,involvement,5
3688,assimilation,5
3689,jack,5
3690,deeply,5
3691,25%,5
3692,forms,5
3693,blank,5
3694,politician,5
3695,taste,5
3696,trynna,5
3697,lips,5
3698,yemen,5
3699,situations,5
3700,70,5
3701,apple,5
3702,donors,5
3703,sponsored,5
3704,refuge,5
3706,hysteria,5
3707,fearful,5
3708,sideways,5
3710,standards,5
3711,candy,5
3712,encroached,5
3713,tool,5
3714,nigger,5
3715,hotels,5
3716,knife,5
3717,pushed,5
3718,tories,5
3719,egypt,5
3720,accusations,5
3721,pool,5
3722,libya's,5
3723,unable,5
3724,headed,5
3725,crackdown,5
3726,soccer,5
3727,rat,5
3728,2019,5
3729,specific,5
