,Labels,Tweets,HS_Label
396,1,.@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!,0
398,1,Does anybody think that @CNBC will get their fictitious polling numbers corrected sometime prior to the start of the debate. Sad!,0
400,1,I'm sure the media will not report the highly respected new national poll that just came out via The Economist. 32%! https://t.co/aalSqnGHa3,0
401,1,The money losing @politico is considered by many in the world of politics to be the dumbest and most slanted of the political sites. Losers!,1
404,1,"Failing host @glennbeck, a mental basketcase, loves SUPERPACS - in other words, he wants your politicians totally controlled by lobbyists!",0
405,1,"Wow, just heard really bad stuff about the failing @politico. How much longer will they be around? Some very untalented reporters.",0
406,1,Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!,0
407,1,Super PACs should be disavowed by anyone running for President. They are a total scam on our system and country! I am self-funding.,0
408,1,"Black Lives Matter protesters totally disrupt Hillary Clinton event. She looked lost. This is not what we need with ISIS, CHINA, RUSSIA etc.",0
409,1,"I told you so-@politico just lost it's top person. Poor results and no money to pay him. If they were legit, they would be doing far better!",1
410,1,The @WSJ Wall Street Journal loves to write badly about me. They better be careful or I will unleash big time on them. Look forward to it!,1
411,1,No complaints but how many people would be watching these really dumb but record setting debates if I wasn't in them? Interesting question!,0
412,1,Few people know that @FortuneMagazine is still in business. Tell your writer Alisa Soloman that I left The Apprentice to run for president,0
413,1,".@thehill John Oliver had his people call to ask me to be on his very boring and low rated show. I said ""NO THANKS"" Waste of time & energy!",0
414,1,Gov. John Kasich has really failed on the campaign trail. I thought he would have been far more talented. He is just wasting time & money!,0
415,1,"Further proof that Gang of Eight member Marco Rubio is weak on illegal immigration is Paul Singer's, Mr. Amnesty, endorsement.Rubs can't win",1
417,1,"Jeb's new slogan - ""Jeb can fix it"". I never thought of Jeb as a crook! Stupid message, the word ""fix"" is not a good one to use in politics!",0
418,1,I told you in speeches months ago that Jeb and Marco do not like each other. Marco is too ambitious and very disloyal to Jeb as his mentor!,0
419,1,"Marco Rubio will not win. Weak on illegal immigration, strong on amnesty and has the appearance to killers of the world as a ""lightweight"".",0
420,1,If Jeb Bush were more competent he could not have lost the skirmish with Marco in the debate. BAD facts for Marco if properly delivered!,0
421,1,"Now that Iran ripped us off by making one of the best deals of any kind in history, they have just moved to block any imports from the U.S.",0
422,1,".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll, even crazy @CNBC. Marco good looking?",1
424,1,.@CharlesMBlow Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!,0
425,1,.@CharlesGKoch is looking for a new puppet after Governor Walker and Jeb Bush cratered. He now likes Rubio--next fail.,0
430,1,"Marco Rubio would keep Barack Obama’s executive order on amnesty intact. See article. Cannot be President. 
  
  https://t.co/JW5f8OouyA",0
431,1,"Such bad reporting: A puff piece on Ben Carson in the @nytimes states that Carson ""is trying to solidify his lead."" But I am #1, easily! Sad",0
433,1,"With Ben Carson wanting to hit his mother on head with a hammer, stab a friend and Pyramids built for grain storage - don't people get it?",0
434,1,"""@Robostop10: @realDonaldTrump This is not good. https://t.co/lvv0MRfgtH"" WOW, one of many lies by Ben Carson! Big story.",1
435,1,"@BillKristol has become a sad case. His magazine is failing badly, probably doesn't have long to go, and his predictions are always wrong!",0
437,1,"Would be nice if @jmartNYT learned how to read the polls before writing his next story. Probably done on purpose, but not good reporting!",0
439,1,"One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings, Trump #1. Dope!",1
441,1,".@CNN should listen. Ana Navarro has no talent, no TV persona, and works for Bush—a total conflict of interest. https://t.co/mynTMrdTE9",0
442,1,Marco Rubio is a total lightweight who I wouldn’t hire to run one of my smaller companies - a highly overrated politician!,0
443,1,Marco Rubio couldn't even respond properly to President Obama's State of the Union Speech without pouring sweat & chugging water. He choked!,0
444,1,Marco Rubio is totally weak on illegal immigration & in favor of easy amnesty. A lightweight choker - bad for #USA!,1
445,1,"The @WSJ Editorial Board is so wrong, so often. They got info from an incorrect story in another pub. Why not watch and listen to debate.",0
446,1,"When and how are the dummies at the @WSJ going to apologize to me for their totally incorrect Editorial on me. I want ""smart"" trade deals.",1
447,1,Why wouldn't the @WSJ call for comment or clarification before writing an editorial which is so totally wrong. No wonder it is doing poorly!,0
448,1,.@KarlRove is a biased dope who wrote falsely about me re China and TPP. This moron wasted $430 million on political campaigns and lost 100%,0
450,1,Why does the failing @WSJ write a false editorial about me and let dummy @KarlRove make the same mistake in the same edition of the paper?,1
452,1,".@WSJ and dopey Karl Rove made a mistake and purposely mischaracterized my statement on the terrible TPP deal.
 https://t.co/t9JZGIUAYl",0
456,1,"Total fool @KarlRove is part of the Republican Establishment problem. An all talk, no action dummy! 
  https://t.co/CxLHA87hS1",0
459,1,"Wow, pres. candidate Ben Carson, who is very weak on illegal Immigration, just said he likes amnesty and a pathway to citizenship.",1
460,1,Thank you @Forbes for showing the @WSJ was wrong. So dishonest! https://t.co/wOjEXdEkNg,0
461,1,Macy’s was very disloyal to me bc of my strong stance on illegal immigration. Their stock has crashed! #BoycottMacys https://t.co/WsvZtwZbBf,0
462,1,.@CarlyFiorina had to inject herself into my factual statements concerning Ben Carson in order to breathe life into her failing campaign!,0
463,1,".@seanhannity Carly, whose campaign is dead, is making false statements about me in order to salvage hope! Sad.",1
464,1,"Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016",1
466,1,"President Obama said ""ISIL continues to shrink"" in an interview just hours before the horrible attack in Paris. He is just so bad! CHANGE.",0
467,1,"Hillary and Sanders are not doing well, but what is the failed former Mayor of Baltimore doing on that stage? O'Malley is a clown.",0
469,1,".@VanityFair Magazine is doing really poorly. It has gotten worse and worse over the years, and has lost almost all of it's former allure!",0
472,1,I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!,0
474,1,Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!,0
475,1,".@JohnLegere @TMobile John, focus on running your company, I think the service is terrible! Try hiring some good managers.",0
478,1,Republicans must stop listening to dopes like @KarlRove who still insists Mitt Romney won the last election. Think big & think strong!,0
479,1,"I, along with almost everyone else, have so little confidence in President Obama. He has a horrible attitude-a man who is resigned to defeat",0
480,1,Refugees from Syria are now pouring into our great country. Who knows who they are - some could be ISIS. Is our president insane?,1
481,1,One of the saddest things in journalism is what happened to the formerly great @AP. They have lost their way and are no longer credible.,0
482,1,".@AP is doing very badly. I can say from experience their reporting is terrible & highly inaccurate. Sadly, they are now irrelevant!",0
484,1,Ben Carson is being severely criticized for being incapable of understanding foreign policy be one of his top consultants. Not good!,0
485,1,"Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased.",0
489,1,"Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased!",0
490,1,"Dopey @GeorgeWill, a big proponent of the Iraq War and other catastrophes, doesn’t like me very much. That means I win!",0
491,1,I skipped a speech given years ago at Mar-a-Lago by dopey @GeorgeWill because he’s BORING—he never forgot!,0
492,1,Just the beginning & it is going to get worse. Rates & deductibles are so high nobody is going to be able to use it. https://t.co/iwqLODke50,0
493,1,"Governor Kasich, whose failed campaign & debating skills have brought him way down in the polls, is going to spend $2.5 million against me.",0
494,1,"John Kasich should focus his special interest money on building up his failed image, not negative ads on me.",0
495,1,"John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!",0
496,1,"I want to do negative ads on John Kasich, but he is so irrelevant to the race that I don’t want to waste my money.",1
497,1,Watch Kasich squirm --- if he is not truthful in his negative ads I will sue him just for fun!,0
498,1,"I loved beating John Kasich in the debates, but it was easy—he came in dead last!",0
